  always ,  Reading #zizek before bed is always a recipe for a nice
  best ,  Found this is Aaron's Blazer. Best part.  there is one on the other side too. #sweet #sarcasm #discoveries http. //t.co/MczAtHxDL0
  best ,  @AislinndeLyon Of course! Being forced to believe something through fear + extortion = best foundation for spiritual growth #sarcasm
  best ,  The holidays always bring out the best in my family..... #sarcasm
  best ,  Last minute
  best ,  @FredFaour best rant ever! #sarcasm #5. 17 #hobbit
  best ,  @Brunette_London #sarcasm at its best! Love it x
  best ,  Wow I Hurt My Best Friends Feelings Cause I Didn't Go To School . (
  best ,  Thanx for not ignoring me guys you're the best #sarcasm
  best ,  Got the best compliment yesterday at the game!
  best ,  I love it when I can't sleep. Best shit like
  best ,  @jinshindo mwahahahha i mean crosby passed the baton to him as best player in world right??? Lol #sarcasm
  best ,  Best birthday so far
  best ,  i feel like i do my best work past 2am #sarcasm #thisworkisshit #fml
  best ,  Best thing to wake up to yelling the night before your birthday. -_- #sarcasm #nosleep
  best ,  When it comes to being patient I'm the best in the world. #sarcasm
  best ,  I love trying to figure out what frequency and tv station have the best match up for the #saints games. #sarcasm #mnf
  best ,  I just love this rainy and windy weather. It's the best. #sarcasm
  best ,  RT @smastroni.  The best part about loving astronomy and waiting for the Germinid meteor shower to blow your mind is living in CT. #SARCASM
  best ,  Best thing to do when you're feeling down.  dress all in black and work a Tuesday shift. #sarcasm #thankfulforbrightlipstick
  best ,  Best Feeling EVER #Sarcasm
  best ,  Wow
  best ,  Bold statement of the day.  #Rams vs. #Jaguars next week will be the the best game of the year. #Sarcasm
  best ,  Fake ass bitches are always the best bitches! #Sarcasm
  best ,  I always think my paper titles are the best part of my papers... #Witty #Sarcastic
  best ,  It's amazing how realistic Sharknado is. And it's some of the best acting I've seen in a while. #sarcasm
  best ,  Gamestop always has the best deals! #Sarcasm http. //t.co/CGqymJa1TI
  best ,  RT @felix_curiel.  I already know this is ganna be the best Christmas so far #sarcasm #hatethischristmas
  best ,  @TonyMarinaro He's not good enough for team Canada
  best ,  Im having the best time of my life! #sarcasm
  best ,  Oh man.... Just saw a column that said Marcus Mariota may be the best ever. Uhm no that's @TimTebow #sarcasm
  best ,  I just love being treated like I'm 5 again. It's truly the best feeling #sarcasm
  best ,  Done with my HW class at 8 going to be the best day of my life #sarcasm
  best ,  No fun by the sex pistols is definitely the best song they ever did #sarcasm #sexpistols #legends #punk
  best ,  @willge87 @DominicDs34 yea then they brought in the best gm in history #sarcasm
  best ,  I love being ignored. That's the best. #teenprobs #sarcasm #teenagerproblems #teenlife
  best ,  The NotW hacked Calum Bests mobile phone. Serious investigative reporting there. Journalism at the highest level. #sarcasm
  best ,  Fab night.. Work
  best ,  Getting into bed at 5am has got to be the best thing about working on a bar #sarcasm
  best ,  Friends that get in relationships and ditch you are the best! #sarcasm
  best ,  Best way to end a week is with 4 quizzes on a Friday #sarcasm
  best ,  @ladygaga @nathaliebh1 and she is the best example for youth indeed! #Sarcasm
  best ,  Here's to the best day ever... #sarcasm #killmenow
  best ,  Getting an oil change in Williston at 8. 00 the day after Xmas and being out till 1. 00 am was my best idea yet... #sarcasm #tired #Kayfabe
  best ,  This has just been the best week of my life. =0) #sarcasm
  best ,  @Jones_Nat12 @TaeGillis isn't he the best #sarcasm #hatehim
  best ,  @thatsteezeyone The Chaperone is @TripleH's best work yet. Let's all invite some homies to your place and watch it. #Sarcasm
  best ,  @Skylar_Denise haha good one
  best ,  Best night Ever YAY!! #SarcasticTweet #sarcasm
  best ,  @dae_gore Oh my gosh bro thank you so much 
  best ,  I'm finally convinced that the others are right
  best ,  @toddcagiffs19 Why not
  best ,  Definitely the best movie I have ever seen! Thanks so much kill . D #sarcasm
  best ,  RT @HannahHaddock12.  You come to Clifton. It's the best place ever. #sarcasm
  best ,  Best trip ever! #sarcasm #lostmycreditcard #lostmyfriend #missedmyflight  #8hoursintheairport #ijustwanttogohome
  best ,  well; @AletheaWormald is the best sister in the world... #sarcasm
  best ,  New Bedford has the best streets in the world I just love the sound of my car breaking down everywhere that I drive #sarcasm
  best ,  Double shifts are the best #Sarcasm
  best ,  If you want to find the best humanity has to offer - both in appearance and behavior - just go to a major airport. #sarcasm
  best ,  Best birthday ever #sarcastic
  best ,  Monday morning blood tests
  best ,  I win the prize for best in-laws ever. #sarcasm #HolidayBullshit #boozeformyeggnogplease
  best ,  Quick! Where can I sign up for my rape insurance? Thanks
  best ,  Being stood up is the best feeling in the world.. #sarcasm
  best ,  It's our boss's birthday today. The best part is we have to suck up to it. #sarcasm
  best ,  RT @TheAlexisGibbs_.  Pop quizzes are the best! #sarcasm #thanksbutler
  best ,  You try your best with everyone and get it chucked back in your face with the worst luck in the world to top it off #lovinglife #sarcasm
  best ,  If Miranda is in the top ten of the comedians
  best ,  Best ... ren fest.... ever.... #Sarcasm http. //t.co/FFEKmxDg2M
  best ,  It's great to know I have the best friends in the whole world #sarcasm #fuckyou
  best ,  Well this definitely has been one of the best weeks ever. #sarcasm 
  best ,  Best advice ever. #sarcasm?
  best ,  I personally think the chin gun was the best camera pose ever then the finger on lips and glance into the distance..... #sarcasm #chingundoe
  best ,  RT @CNBCShitShow.  Everyone listen up to @TheChartress on @cnbc  She's been calling for a major correction all year. Best guest ever #Sarcasm
  best ,  @LilLunechi best be #sarcasm
  best ,  Well this is the best way  to start the week #not #sarcasm #ugh
  best ,  Sunday morning coaching changes are the best. Really
  best ,  High school girls are the best. It's such an honor to be one. #sarcasm #growup
  best ,  @s_gingras nah
  best ,  .@PaddyJManning clearly
  best ,  Love having a best friend sometimes #sarcasm
  best ,  Eyestrain headaches are the best
  best ,  About to start the day the best possible way #sarcasm
  best ,  Best part of #Thanksgiving .  Hearing every member of your family say #moist repeatedly. #sarcasm #itsnotfine #bonerkiller
  best ,  Yaaaay for 3 hour delays. The best part is I have to be up early for a final tomorrow. #sarcasm #pissedoff
  best ,  Wow im the best at this #sarcasm
  best ,  My brother just told me I need to slut up. He gives the best advice! #sarcasm
  best ,  Twain got the best jokes!! #sarcasm
  best ,  #Mauritius #tropicalDepression just lots &amp; lots of #rain thanking you #cycloneBansi you're the best #sarcasm
  best ,  The State of Michigan still sends me the best birthday greetings.... #sarcasm http. //t.co/YIL1A854ui
  best ,  Wow! We're having so much fun playing Minecraft on my Xbox! These are just my best bros right here! #sarcasm #fml http. //t.co/jLQZYzmF3v
  best ,  Those ppl that say your name again and again for no f*cking reason are the best #sarcasm
  best ,  Easily one of the best power plays I've seen... #sarcasm
  best ,  RT @pixie9012.  the best part of being sick
  best ,  @Patsack23 Hey rebirth and not human being 2 are the two best hip hop albums of all time #sarcasm
  best ,  My dream made me realize I lost a best friend because of a girl... #thatmakesmefeelgreat #sarcasm
  best ,  My family is the best at holidays. #Sarcasm
  best ,  Congrats to #supernatural
  best ,  really though. best night of my life. #sarcasm
  best ,  omg i have a felling its no one text taylor day omg today is the best day ever #sarcasm
  best ,  Being forgotten is the best fucking feeling. #sarcasm
  best ,  Wow Obama is smart. Snooping on other countries personal cell phone calls. Yeah best idea ever!! #sarcasm
  best ,  RT @sarasitta.  I'm just shocked that #sisterwives wasn't nominated for an Emmy for best reality show....#sarcasm
  best ,  It's nice to know the friends who have my back &amp;
  best ,  @ivdc @RiCHi the best experience so far.  not owning it. I already had swipey menus on Android. #innovation #sarcasm
  best ,  This Is by far the best day of my life... . -\ #sarcasm
  best ,  RT @maahiiie.  @karanjohar haha love this #sarcastic tone.. Ppl in #India need it.Its the best way to open their eyes.! #respect
  best ,  No shows are the best
  best ,  @orlaithdots Cheers! @aoife_dots is the best driver #sarcasm #rickshawrun
  best ,  @EvanFowler22 Dude what are you talking about... Everyone knows OCC is the best #Sarcasm
  best ,  Ever woken up just loving your pillow... Cause it gave you the best hairdo! #sarcasm #sleepisoverrated
  best ,  You can say I have the best snapchats out of everyone u know #inspirationalquotes #sarcasm
  best ,  Prior continues to be the best wicketkeeper in the world
  best ,  The best movie ever is about to come on ABC Family...Twilight. Lol #sarcasm
  best ,  When your sister leaves you alone at the outlet mall and your mom is not answering her phone! Best experience ever! #sarcasm
  best ,  Heard yesterday that Dow ended year up 25%. Best since 1995. So glad our President is such a socialist. #sarcasm
  better ,  Damn
  better ,  Slept for almost 20hrs. Feel better except when I cough. Thanks to all who cared! #sarcastic #noneofyou #unfollow
  better ,  No better way to spend your Sunday than being sicker than a dog.... #Ugh #Sarcasm
  better ,  Know what my favorite part of my job is? When a comp goes down PURELY FOR THE FACT it has nothing better to do...for no reason #sarcasm
  better ,  The people who came and watched me play tonightcouldn't have picked a better game....#sarcasm
  better ,  @DannyParkins Idk. Alex Smith is a true winner. So he's clearly better than Romo. #sarcasm
  better ,  We scored 80 points and I'm still not happy
  better ,  Theres nothing better then being lied too #Sarcasm
  better ,  What better way to spend your new year in the hospital? #Sarcasm
  better ,  @jdavidgoodman @NYCEMSwebsite really? Wow that makes us feel so much better. #sarcastic
  better ,  RT @savannahhh90.  welp my life keeps getting better #sarcasm
  better ,  If you serve up shit with a smile it makes it taste a little better #sarcasm
  better ,  RT @Gscott1847.  @ESPNNFL things just keep getting better and better for Von Miller! #Sarcasm #NFL
  better ,  1 1/2 hour meeting of changes for 2014 to better improve the office aka pointless jibberish of shit dat wont happen #officelife #sarcasm
  better ,  Also
  better ,  @WPXIScott oh yes. That sounds SO much better #sarcasm
  better ,  @realDonaldTrump since when don't you appreciate a multi-Tasker?  better amend your last tweet. .most will miss your witty sarcasm. #sarcasm
  better ,  Does this day get any better? #sarcasm
  better ,  RT @SchultzJesse.  nothing is better then driving with my hipster parents for 3 hours blaring lana del rey #sarcasm
  better ,  Well this night just keeps getting better and better #sarcasm
  better ,  I just love it when people go behind your back. It just makes my day so much better! #Sarcasm #fuckoff
  better ,  No better way than celebrating a @TheMiddlePubFC win than Planning and a brew. #rocknroll #sarcasm http. //t.co/A9hbnM6od1
  better ,  well seeing that made me feel so much better about myself! . ) #sarcasm
